68.37500000	89.00000000	308.85000000
68.34380000	87.50000000	308.88000000
68.28120000	86.00000000	308.89000000
68.21880000	84.50000000	308.94000000
68.15620000	83.00000000	308.89000000
68.12500000	81.50000000	308.86000000
68.06250000	80.00000000	309.17000000
67.25000000	80.00000000	309.01000000
67.28120000	81.50000000	308.91000000
67.31250000	83.00000000	308.90000000
67.37500000	84.50000000	308.89000000
67.37500000	86.00000000	308.85000000
67.46880000	89.00000000	308.83000000
67.50000000	90.50000000	308.90000000
67.59380000	93.50000000	309.02000000
67.62500000	95.00000000	308.91000000
67.65620000	96.50000000	308.87000000
67.68750000	98.00000000	308.78000000
67.75000000	99.00000000	308.82000000
67.78120000	101.00000000	308.79000000
67.81250000	102.00000000	308.95000000
67.87500000	103.50000000	308.69000000
67.87500000	105.00000000	308.67000000
67.93750000	106.50000000	308.70000000
67.96880000	108.00000000	308.67000000
68.00000000	109.50000000	308.73000000
68.06250000	111.00000000	308.65000000
68.09380000	112.50000000	308.59000000
68.12500000	114.00000000	308.65000000
68.15620000	115.50000000	308.52000000
68.21880000	117.00000000	308.69000000
68.28120000	120.00000000	308.65000000
68.37500000	145.00000000	309.97000000
68.31250000	143.50000000	309.94000000
68.25000000	142.00000000	309.92000000
68.09380000	137.50000000	309.79000000
67.93750000	133.50000000	310.05000000
67.87500000	132.00000000	309.80000000
67.84380000	130.50000000	309.82000000
67.78120000	129.00000000	309.93000000
67.71880000	127.50000000	310.05000000
67.68750000	126.00000000	310.19000000
67.37500000	118.50000000	308.68000000
67.31250000	117.00000000	308.72000000
67.25000000	115.50000000	308.52000000
67.15620000	112.50000000	308.60000000
67.09380000	111.00000000	308.59000000
67.06250000	109.50000000	308.58000000
67.00000000	108.00000000	308.61000000
66.93750000	106.50000000	308.69000000
66.78120000	102.00000000	308.79000000
66.71880000	101.00000000	308.76000000
66.65620000	99.50000000	308.79000000
66.62500000	98.00000000	308.79000000
66.56250000	96.50000000	308.76000000
66.50000000	95.00000000	308.89000000
66.43750000	93.50000000	308.83000000
66.40620000	92.00000000	308.88000000
